Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
201405216394,2,new construction wood frame,05/21/2014,5640,010,40,,Bernal Heights,Bl,,,"erect 2 stories, 1 basement,  type 5, single family dwelling building.",complete,03/06/2019,05/21/2014,04/17/2017,03/06/2019,08/09/2017,,,2,,,04/01/2020,350000,887000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.41032905107235 37.74153506499606),1342713497179
201405216395,2,new construction wood frame,05/21/2014,5640,010,985,,Powhattan,Av,,,"erect 2 stories, 1 basement,  type 5, single family dwelling building.",complete,03/06/2019,05/21/2014,04/17/2017,03/06/2019,08/09/2017,,,2,,,04/01/2020,350000,836000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.41032905107235 37.74153506499606),1342722497177
201405216396,2,new construction wood frame,05/21/2014,5640,010,1025,,Powhattan,Av,,,"erect 2 stories, 1 basement, type 5, single family dwelling building.",complete,03/07/2019,05/21/2014,04/17/2017,03/07/2019,08/09/2017,,,2,,,04/01/2020,350000,790000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.41032905107235 37.74153506499606),1342714497178
201405226523,2,new construction wood frame,05/22/2014,4084,018,2495,,Harrison,St,,,"rear building - erect 2-story, type 5, single family dwelling building.",complete,03/08/2017,05/22/2014,02/26/2015,03/08/2017,09/09/2015,,,2,,,02/10/2018,200000,207000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Mission,94110,POINT (-122.41205482101505 37.75756931118585),1342896169902
201405286908,1,new construction,05/28/2014,3703,062,1075,,Market,St,,,"to erect 8 stories, 1 basement of 90 dwelling units with commercial, car stacker parking, roof deck.
** maher: disturbance of at least 50 cu.yd. of soil. route to dph **",complete,02/23/2018,05/28/2014,08/15/2016,02/23/2018,11/03/2016,,,8,,,07/15/2022,27000000,27000000,,,apartments,90,2,,,,1,constr type 1,Y,6,South of Market,94103,POINT (-122.4116151174189 37.78064416582679),1343396164349
201405296982,2,new construction wood frame,05/29/2014,2933,007,127,V,Edgehill,Wy,,,to erect 4 stories of single family dwelling,issued,05/11/2016,05/29/2014,05/11/2016,,,,,4,,,04/26/2019,650000,697500,,,1 family dwelling,1,2,,,,5,wood frame (5),,7,West of Twin Peaks,94127,POINT (-122.46015361629547 37.74330618922419),1343492147477
201405307098,2,new construction wood frame,05/30/2014,2623,028,4126,,17th,St,,,"(rear building) to erect 2 storie, 1 basement, single family dwelling.",complete,10/04/2017,05/30/2014,01/26/2015,10/04/2017,06/30/2015,,,2,,,01/10/2018,150000,360000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,POINT (-122.43795431937225 37.76261189578406),1368930139837
201405307105,2,new construction wood frame,05/30/2014,5529,012,88,,Montcalm,St,,,to erect 3 stories of 1 family dwelling,complete,05/26/2017,05/30/2014,07/22/2015,05/26/2017,10/06/2015,,,3,,,07/06/2018,675000,800000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,9,Bernal Heights,94110,POINT (-122.40652779995816 37.74686804838409),1343652498992
201406037375,2,new construction wood frame,06/03/2014,2823A,041,36,,Knollview,Wy,,,"erect 2-story, 1 basement, type 5, single dwelling unit building.",complete,02/28/2018,06/03/2014,03/18/2015,02/28/2018,08/13/2015,,,2,,,03/02/2018,902110,902110,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,7,Twin Peaks,94131,POINT (-122.45088392065394 37.74984264197523),1343980499010
201406057550,2,new construction wood frame,06/05/2014,0629,037,2458,,Sacramento,St,,,"(townhouse #1) to erect 3 stories, no basement, 4 units townhouse building.",complete,11/17/2016,06/05/2014,12/02/2014,11/17/2016,01/06/2015,,,3,,,11/16/2017,2000000,2000000,,,apartments,4,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363871501984
201406057550,2,new construction wood frame,06/05/2014,0629,037,2460,,Sacramento,St,,,"(townhouse #1) to erect 3 stories, no basement, 4 units townhouse building.",complete,11/17/2016,06/05/2014,12/02/2014,11/17/2016,01/06/2015,,,3,,,11/16/2017,2000000,2000000,,,apartments,4,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363872501983
201406057550,2,new construction wood frame,06/05/2014,0629,037,2462,,Sacramento,St,,,"(townhouse #1) to erect 3 stories, no basement, 4 units townhouse building.",complete,11/17/2016,06/05/2014,12/02/2014,11/17/2016,01/06/2015,,,3,,,11/16/2017,2000000,2000000,,,apartments,4,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363873501980
201406057550,2,new construction wood frame,06/05/2014,0629,037,2466,,Sacramento,St,,,"(townhouse #1) to erect 3 stories, no basement, 4 units townhouse building.",complete,11/17/2016,06/05/2014,12/02/2014,11/17/2016,01/06/2015,,,3,,,11/16/2017,2000000,2000000,,,apartments,4,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363874501979
201406057554,2,new construction wood frame,06/05/2014,0629,037,2468,,Sacramento,St,,,"(townhouse# 2) to erect 3 stories, no basement, 3 units townhouse building.",complete,09/26/2016,06/05/2014,12/02/2014,09/26/2016,01/06/2015,,,4,,,11/16/2017,1500000,1500000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363875501985
201406057554,2,new construction wood frame,06/05/2014,0629,037,2470,,Sacramento,St,,,"(townhouse# 2) to erect 3 stories, no basement, 3 units townhouse building.",complete,09/26/2016,06/05/2014,12/02/2014,09/26/2016,01/06/2015,,,4,,,11/16/2017,1500000,1500000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363876501986
201406057554,2,new construction wood frame,06/05/2014,0629,037,2472,,Sacramento,St,,,"(townhouse# 2) to erect 3 stories, no basement, 3 units townhouse building.",complete,09/26/2016,06/05/2014,12/02/2014,09/26/2016,01/06/2015,,,4,,,11/16/2017,1500000,1500000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363877501987
201406057555,2,new construction wood frame,06/05/2014,0629,037,2471,,Clay,St,,,"(townhouse# 3) to erect 3 stories, no basement, 3 units townhouse building.",complete,09/22/2016,06/05/2014,12/02/2014,09/22/2016,01/06/2015,,,3,,,11/16/2017,1500000,1500000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363852501976
201406057555,2,new construction wood frame,06/05/2014,0629,037,2475,,Clay,St,,,"(townhouse# 3) to erect 3 stories, no basement, 3 units townhouse building.",complete,09/22/2016,06/05/2014,12/02/2014,09/22/2016,01/06/2015,,,3,,,11/16/2017,1500000,1500000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1363869501977
201406057555,2,new construction wood frame,06/05/2014,0629,037,2473,,Clay,St,,,"(townhouse# 3) to erect 3 stories, no basement, 3 units townhouse building.",complete,09/22/2016,06/05/2014,12/02/2014,09/22/2016,01/06/2015,,,3,,,11/16/2017,1500000,1500000,,,apartments,3,2,,,,5,wood frame (5),Y,2,Pacific Heights,94115,POINT (-122.43275733284449 37.790269057376904),1364855502247
201406067695,2,new construction wood frame,06/06/2014,2408,001,701,,Taraval,St,,,"erect 4 story 3 units condo, no basement & commercial building.",complete,08/25/2020,06/06/2014,05/10/2017,08/25/2020,11/16/2017,,,4,,,04/24/2020,1200000,1800000,,,apartments,3,2,,,,5,wood frame (5),Y,7,West of Twin Peaks,94116,POINT (-122.4737130842978 37.74288903630331),1344374134787
201406067752,2,new construction wood frame,06/06/2014,3728,019,1298,,Howard,St,0,,"to erect 5 stories, 1 basement, type 1-a & v-a, 129 residential units with commercial & parking. (r-2,m,b,s-2)
comply w/ ordinance no. 155-13 required.",issued,07/03/2018,06/06/2014,07/03/2018,,08/20/2019,,,5,,,06/01/2024,34000000,38670520,,,apartments,129,2,,,,5,wood frame (5),Y,6,South of Market,94103,POINT (-122.4127786755838 37.775628578605904),1344454480597
201406097901,1,new construction,06/09/2014,3521,053A,33,,Norfolk,St,,,"to erect 5 stories, no basement, type v-a/i-a, 19 residential units and parking building. (r-2,s-2)
** maher: disturbance of at least 50 cu.yd. of soild, route to dph **",issued,06/26/2019,06/09/2014,06/26/2019,,,,,5,,,05/25/2025,4887516,5300000,,,apartments,19,2,,,,1,constr type 1,Y,6,Mission,94103,POINT (-122.41385146212875 37.771158001053024),1344647156746
201406097901,1,new construction,06/09/2014,3521,093,33,,Norfolk,St,,,"to erect 5 stories, no basement, type v-a/i-a, 19 residential units and parking building. (r-2,s-2)
** maher: disturbance of at least 50 cu.yd. of soild, route to dph **",issued,06/26/2019,06/09/2014,06/26/2019,,,,,5,,,05/25/2025,4887516,5300000,,,apartments,19,2,,,,1,constr type 1,Y,6,Mission,94103,POINT (-122.41398698963681 37.771242436095946),1345886499163
201406108024,1,new construction,06/10/2014,3504,030,1699,,Market,St,,,"to erect 9 stories, 1 basement, type ib, 160 residential, commercial & below grade parking building.",complete,10/18/2019,06/10/2014,12/16/2016,10/18/2019,10/11/2017,,,9,,,11/15/2022,38000000,52500000,,,apartments,160,2,,,,1,constr type 1,Y,6,Mission,94103,POINT (-122.42193576313304 37.772331443993224),1344801156230
201406128212,1,new construction,06/12/2014,0350,003,1066,,Market,St,,,"to erect 14 stories, 2 basement, 303 residential & retail building.
(r-2,a-2,b,s-2)",complete,11/19/2020,06/12/2014,11/29/2017,11/19/2020,04/24/2018,,,14,,,10/29/2023,86400000,86400000,,,apartments,303,2,,,,1,constr type 1,Y,6,Tenderloin,94102,POINT (-122.41175032248051 37.781763676398),134504170096
201406168441,2,new construction wood frame,06/16/2014,0823,004,625,,Steiner,St,,,erect new office/conference,issued,06/10/2016,06/16/2014,06/10/2016,,,,,1,,,06/05/2017,20000,20000,,,office,,2,,,,5,wood frame (5),,5,Hayes Valley,94117,POINT (-122.43304343331542 37.77506302241528),134552182326
201406138386,1,new construction,06/13/2014,0281,003,832,,Sutter,St,,,"to erect 5 stories, no basement, 20 units residential & retail building.",complete,09/16/2016,06/13/2014,11/26/2014,09/16/2016,01/28/2015,,,6,,,10/25/2020,3600000,7500000,,,apartments,20,2,,,,3,constr type 3,Y,3,Nob Hill,94109,POINT (-122.41420385324506 37.78880085442233),1345266499106
201406138394,1,new construction,06/13/2014,0814,014,150,,Van Ness,Av,,,"erect 13 stories ,431 dwelling units.",complete,09/27/2018,06/13/2014,05/23/2016,09/27/2018,11/15/2016,,,14,,,04/22/2022,108000000,108000000,,,apartments,431,2,,,,1,constr type 1,Y,6,Tenderloin,94102,POINT (-122.41925229175152 37.7770951962151),134527182085
201406138394,1,new construction,06/13/2014,0814,015,155,,Hayes,St,,,"erect 13 stories ,431 dwelling units.",complete,09/27/2018,06/13/2014,05/23/2016,09/27/2018,11/15/2016,,,14,,,04/22/2022,108000000,108000000,,,apartments,431,2,,,,1,constr type 1,Y,6,Tenderloin,94102,POINT (-122.41883966097046 37.77709912833595),134608682086
201406138394,1,new construction,06/13/2014,0814,016,131,,Hayes,St,,,"erect 13 stories ,431 dwelling units.",complete,09/27/2018,06/13/2014,05/23/2016,09/27/2018,11/15/2016,,,14,,,04/22/2022,108000000,108000000,,,apartments,431,2,,,,1,constr type 1,Y,6,Tenderloin,94102,POINT (-122.41857281959862 37.77715747102215),1346087452572
201406138394,1,new construction,06/13/2014,0814,021,125,,Hayes,St,,,"erect 13 stories ,431 dwelling units.",complete,09/27/2018,06/13/2014,05/23/2016,09/27/2018,11/15/2016,,,14,,,04/22/2022,108000000,108000000,,,apartments,431,2,,,,1,constr type 1,Y,6,Tenderloin,94102,POINT (-122.41847252481755 37.77713645872531),1346088452574
201406138394,1,new construction,06/13/2014,0814,001,101,,Hayes,St,,,"erect 13 stories ,431 dwelling units.",complete,09/27/2018,06/13/2014,05/23/2016,09/27/2018,11/15/2016,,,14,,,04/22/2022,108000000,108000000,,,apartments,431,2,,,,1,constr type 1,Y,6,Tenderloin,94102,POINT (-122.41829553227389 37.77730066033002),1346089350588
201406188717,2,new construction wood frame,06/18/2014,3753,090,265,,Shipley,St,,,"to erect 5 stories, 1 basement, type i-a / iii-a, 9 units reidential with mixed used buildng. (r-2, b, s-2)
** maher: compliance with ordinance no# 155-13 required; route to dph **",approved,08/23/2020,06/18/2014,,,,,,5,,,,2000000,3340000,,,apartments,9,2,,,,1,constr type 1,Y,6,South of Market,94107,POINT (-122.40400160928485 37.778696628648454),1345693499144
201406188773,1,new construction,06/18/2014,3764,063,525,,Harrison,St,,,"to erect 23 stories, 4 basement, 200 dwelling units & retail building. ** maher: compliance with ordinance no. 155-13 required; route to dph **",filed,06/18/2014,06/18/2014,,,,,,23,,,,71000000,87000,,,apartments,200,2,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,POINT (-122.39335254661665 37.78540725239057),1345765166663
201406279832,1,new construction,06/27/2014,4591C,216,11,,Jerrold,Av,,,"building# 1. to erect 3 stories, no basement, 9 residential units building.",withdrawn,12/08/2016,06/27/2014,,,,,,3,,,,3657807,,,,apartments,9,2,,,,1,constr type 1,Y,10,Bayview Hunters Point,94124,POINT (-122.36944089177271 37.72717564537406),1347093499186
201406249199,1,new construction,06/24/2014,3738,004,255,,Fremont,St,,,"to erect 6 stories, no basement, 85 residential and childcare building.",complete,11/28/2018,06/24/2014,06/23/2015,11/28/2018,01/25/2016,,,6,,,05/22/2021,29938900,42000000,,,apartments,85,4,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,POINT (-122.39361360041458 37.78873189164878),1346317499178
201406249203,2,new construction wood frame,06/24/2014,5016,020,6635,,03rd,St,,,"to erect 3 stories, no basement, 3 units residential building.
** maher: disturbance of at least 50 cu.yd. of soil; route to dph **",complete,12/11/2019,06/24/2014,06/29/2017,12/11/2019,10/05/2017,,,3,,,06/13/2020,500000,500000,,,apartments,3,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.39755445231458 37.71826852596499),1346321499179
201406239172,1,new construction,06/23/2014,3576,001,2100,,Mission,St,,,"to erect 6 stories, no basement, type i-a / iii-a, 28 units residential, ground floor commercial building.",filed,06/23/2014,06/23/2014,,,,,,6,,,,7500000,,,,apartments,28,2,,,,3,constr type 3,Y,9,Mission,94110,POINT (-122.41979502085886 37.76322791553708),1346287159397
201406239109,1,new construction,06/23/2014,4022,001,2000,,Bryant,St,,,"erect 6-story, no basemeny, type 3a over 1a, 194 dwelling units residential/retail building (r-2, m, b, s-2). comply maher ord #155-13.",complete,12/22/2020,06/23/2014,07/27/2017,12/22/2020,01/25/2018,,,6,,,06/26/2023,50000000,50000000,,,apartments,194,2,,,,1,constr type 1,Y,9,Mission,94110,POINT (-122.41058132919815 37.7614995365934),1346204168810
201406239109,1,new construction,06/23/2014,4022,021,2070,,Bryant,St,0,,"erect 6-story, no basemeny, type 3a over 1a, 194 dwelling units residential/retail building (r-2, m, b, s-2). comply maher ord #155-13.",complete,12/22/2020,06/23/2014,07/27/2017,12/22/2020,01/25/2018,,,6,,,06/26/2023,50000000,50000000,,,apartments,194,2,,,,1,constr type 1,Y,9,Mission,94110,POINT (-122.41053731046644 37.76104701285053),1346205395803
201406239109,1,new construction,06/23/2014,4022,002,2028,,Bryant,St,,,"erect 6-story, no basemeny, type 3a over 1a, 194 dwelling units residential/retail building (r-2, m, b, s-2). comply maher ord #155-13.",complete,12/22/2020,06/23/2014,07/27/2017,12/22/2020,01/25/2018,,,6,,,06/26/2023,50000000,50000000,,,apartments,194,2,,,,1,constr type 1,Y,9,Mission,94110,POINT (-122.4103929588857 37.76133825052622),1346206168811
201406259383,1,new construction,06/25/2014,4105,009,800,,Indiana,St,,,"to erect 5 stories, 1 basement, 326 dwelling units residential, parking, accessory uses building.
** maher: compliance with ordinance no# 155-13 required; route to dph **",issued,10/09/2015,06/25/2014,10/09/2015,,01/06/2016,,,5,,,09/07/2021,90000000,115000000,,,apartments,326,2,,,,1,constr type 1,Y,10,Potrero Hill,94107,POINT (-122.39170402628577 37.75922455344053),1346535170855
201406269523,1,new construction,06/26/2014,3703,079,1036,,Mission,St,,,"to erect 9 stories, no basement, 83 residential apartments, residential support spaces & retail spaces.",complete,10/12/2018,06/26/2014,09/11/2015,10/12/2018,06/08/2016,,,9,,,08/10/2021,27500000,30000000,,,apartments,83,2,,,,1,constr type 1,Y,6,South of Market,94103,POINT (-122.40978559535979 37.78058504008038),1346716499098
201406259481,1,new construction,06/25/2014,3740,030,160,,Folsom,St,,,"to erect 40 stories, 2 basements, 390 units residential & retail building.",issued,12/30/2016,06/25/2014,12/30/2016,,05/25/2017,,,40,,,11/29/2022,150000000,195723000,,,apartments,390,2,,,,1,constr type 1,Y,6,Financial District/South Beach,94105,POINT (-122.39174548329909 37.78973848182126),1346659165677
201406269575,1,new construction,06/26/2014,0522,002A,2601,,Van Ness,Av,,,"erect 7-story, 27 dwelling units, residential/r.2, a-2/b/s-2.  life safety permits  deferred.",issued,04/04/2016,06/26/2014,04/04/2016,,,,,7,,,03/04/2022,12000000,15000000,,,apartments,27,2,,,,1,constr type 1,Y,2,Marina,94123,POINT (-122.424616668476 37.799662495001506),1346779439735
201406269542,1,new construction,06/26/2014,3519,063,1335,,Folsom,St,,,"to erect 6 stories, no basement, 53 dwelling units (sro) residential building include ground floor level commercial. maher compliance with ordinance 155-13 required. interim controls.",complete,10/10/2018,06/26/2014,03/24/2017,10/10/2018,04/28/2017,,,6,,,02/21/2023,6000000,6000000,,,apartments,53,2,,,,1,constr type 1,Y,6,South of Market,94103,POINT (-122.41191612096372 37.77318439225288),1346735156663
201406269542,1,new construction,06/26/2014,3519,064,1335,,Folsom,St,,,"to erect 6 stories, no basement, 53 dwelling units (sro) residential building include ground floor level commercial. maher compliance with ordinance 155-13 required. interim controls.",complete,10/10/2018,06/26/2014,03/24/2017,10/10/2018,04/28/2017,,,6,,,02/21/2023,6000000,6000000,,,apartments,53,2,,,,1,constr type 1,Y,6,South of Market,94103,POINT (-122.41184253860581 37.7732425019373),1346736156664
201406269581,2,new construction wood frame,06/26/2014,0222,161,166,,Sproule,Ln,,,"to erect 3 stories, 1 basement, 2 units condominium building.",complete,05/23/2018,06/26/2014,11/04/2015,05/23/2018,08/18/2016,,,3,,,10/19/2018,1163000,1450000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,3,Nob Hill,94108,POINT (-122.41195327909321 37.793409481232075),1346784499193
201406269581,2,new construction wood frame,06/26/2014,0222,161,168,,Sproule,Ln,,,"to erect 3 stories, 1 basement, 2 units condominium building.",complete,05/23/2018,06/26/2014,11/04/2015,05/23/2018,08/18/2016,,,3,,,10/19/2018,1163000,1450000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,3,Nob Hill,94108,POINT (-122.41195327909321 37.793409481232075),1346785499194
201406269588,1,new construction,06/26/2014,3751,033,768,,Harrison,St,,,"to erect 6 stories, no basement, two stories of type 1-a over 4 stories of type iii-a, 11 units residential, office, retail buildng. (r-2,b,m)",approved,11/13/2018,06/26/2014,,,,,,6,,,,5800000,8500000,,,apartments,11,2,,,,3,constr type 3,Y,6,South of Market,94107,POINT (-122.39910491189198 37.78149557604031),1346792165844
201406279737,2,new construction wood frame,06/27/2014,4624,031,146,,West Point,Rd,,,"to erect 5 stories, no basement, 72 dwelling units residential multi-family, commercial, mixed use bldg.",complete,12/06/2017,06/27/2014,08/25/2015,12/06/2017,12/09/2015,,,5,,,07/24/2021,25073500,26000000,,,apartments,72,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.38072156976192 37.73524725436085),1346965491740
201406279842,2,new construction wood frame,06/27/2014,4591C,226,312,,Avocet,Wy,,,"building# 3. to erect 3 stories, no basement, 9 residential units building.",withdrawn,01/09/2017,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.3699885639428 37.727315076566185),1376083503181
201406279842,2,new construction wood frame,06/27/2014,4591C,226,324,,Avocet,Wy,,,"building# 3. to erect 3 stories, no basement, 9 residential units building.",withdrawn,01/09/2017,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.3699885639428 37.727315076566185),1376085503180
201406279842,2,new construction wood frame,06/27/2014,4591C,226,386,,Avocet,Wy,,,"building# 3. to erect 3 stories, no basement, 9 residential units building.",withdrawn,01/09/2017,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.3699885639428 37.727315076566185),1376086503184
201406279842,2,new construction wood frame,06/27/2014,4591C,226,398,,Avocet,Wy,,,"building# 3. to erect 3 stories, no basement, 9 residential units building.",withdrawn,01/09/2017,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.3699885639428 37.727315076566185),1376087503185
201406279843,2,new construction wood frame,06/27/2014,4591C,228,301,,Avocet,Wy,,,"building# 4. to erect 3 stories, no basement, 9 residential units building.",withdrawn,12/08/2016,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.36979663086228 37.727206019255505),1376104503167
201406279843,2,new construction wood frame,06/27/2014,4591C,228,311,,Avocet,Wy,,,"building# 4. to erect 3 stories, no basement, 9 residential units building.",withdrawn,12/08/2016,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.36979663086228 37.727206019255505),1376105503168
201406279843,2,new construction wood frame,06/27/2014,4591C,228,323,,Avocet,Wy,,,"building# 4. to erect 3 stories, no basement, 9 residential units building.",withdrawn,12/08/2016,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.36979663086228 37.727206019255505),1376106503169
201406279843,2,new construction wood frame,06/27/2014,4591C,228,387,,Avocet,Wy,,,"building# 4. to erect 3 stories, no basement, 9 residential units building.",withdrawn,12/08/2016,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.36979663086228 37.727206019255505),1376107503173
201406279843,2,new construction wood frame,06/27/2014,4591C,228,399,,Avocet,Wy,,,"building# 4. to erect 3 stories, no basement, 9 residential units building.",withdrawn,12/08/2016,06/27/2014,,,,,,3,,,,4258053,4258053,,,apartments,9,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.36979663086228 37.727206019255505),1376108503174
201406279841,1,new construction,06/27/2014,4591C,216,11,,Jerrold,Av,,,"building# 2. to erect 3 stories, no basement, 9 residential units building.",withdrawn,12/08/2016,06/27/2014,,,,,,3,,,,3657807,,,,apartments,9,2,,,,1,constr type 1,Y,10,Bayview Hunters Point,94124,POINT (-122.36944089177271 37.72717564537406),1347104499186
201406279799,2,new construction wood frame,06/27/2014,7047,036,77,,Caine,Av,,,erect 3-story new single family residence.,complete,04/13/2018,06/27/2014,02/01/2016,04/13/2018,06/10/2016,,,3,,,01/16/2019,525000,525000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Oceanview/Merced/Ingleside,94112,POINT (-122.45049707875893 37.71696818201154),1347044219091
201406279814,1,new construction,06/27/2014,3994,084,2051,,03rd,St,,,"to erect 6 stories, 1 basement, 93 residential units, (r-2,b,s-2)commercial, mixed use building. 
** maher: compliance with ordinance no# 155-13 required; route to dph **",complete,03/21/2018,06/27/2014,06/10/2015,03/21/2018,12/30/2015,,,6,,,05/09/2021,21500000,32903228,,,apartments,93,2,,,,3,constr type 3,Y,10,Potrero Hill,94107,POINT (-122.38830587878951 37.76373469827187),1384182503727
201406279810,2,new construction wood frame,06/27/2014,7047,035,79,,Caine,Av,,,"erect 3-story, 0 basement, new single family residence.",complete,04/13/2018,06/27/2014,03/17/2016,04/13/2018,06/10/2016,,,3,,,03/02/2019,525000,525000,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,11,Oceanview/Merced/Ingleside,94112,POINT (-122.45054524410196 37.7169111718833),1413414506012
201406279813,2,new construction wood frame,06/27/2014,3601,044,313,V,Cumberland,St,,,"erect 3-story, 1 dwelling unit building.",complete,01/20/2021,06/27/2014,04/26/2017,01/20/2021,08/25/2017,,,3,,,04/10/2020,1350000,1473360,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,8,Castro/Upper Market,94114,POINT (-122.4308691002675 37.758478991149005),1347061161150
201406309976,1,new construction,06/30/2014,4591C,010,102,,Horne,Av,,,"to erect 5 stories, no basement artist space.
** maher: compliance with ordinance no# 155-13 required; route to dph **",issued,04/21/2015,06/30/2014,04/21/2015,,05/05/2016,,,5,,,03/20/2021,19600000,19600000,,,office,0,2,,,,1,constr type 1,Y,10,Bayview Hunters Point,94124,POINT (-122.36587008973476 37.726578096683895),1347252497005
201406300003,2,new construction wood frame,06/30/2014,5311,035,4712,,03rd,St,,,"erect 4-story, 13 residential units over commercial building.",issued,08/01/2019,06/30/2014,08/01/2019,,,,,4,,,06/30/2025,2000000,2950000,,,nursing home non amb,,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.39083103493374 37.73543706130765),1347275364551
201406300003,2,new construction wood frame,06/30/2014,5311,035,4720,,03rd,St,,,"erect 4-story, 13 residential units over commercial building.",issued,08/01/2019,06/30/2014,08/01/2019,,,,,4,,,06/30/2025,2000000,2950000,,,nursing home non amb,,2,,,,5,wood frame (5),Y,10,Bayview Hunters Point,94124,POINT (-122.39083103493374 37.73543706130765),1347277381091
201407020323,2,new construction wood frame,07/02/2014,4094,045,935,,Kansas,St,,,"erect 3-story, 2 dwelling units with 1 basement residential building.",issued,04/15/2019,07/02/2014,04/15/2019,,05/05/2021,,,3,,,03/30/2022,1692000,1692000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.40257004513406 37.75789547909022),1347675499216
201407020323,2,new construction wood frame,07/02/2014,4094,045,937,,Kansas,St,,,"erect 3-story, 2 dwelling units with 1 basement residential building.",issued,04/15/2019,07/02/2014,04/15/2019,,05/05/2021,,,3,,,03/30/2022,1692000,1692000,,,2 family dwelling,2,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.40257004513406 37.75789547909022),1347686499217
201407020333,2,new construction wood frame,07/02/2014,4094,044,939,,Kansas,St,,,"erect 3-story, 1 dwelling unit with 1 basement residential building.",issued,04/15/2019,07/02/2014,04/15/2019,,05/04/2021,,,3,,,03/30/2022,1235500,1235500,,,1 family dwelling,1,2,,,,5,wood frame (5),Y,10,Potrero Hill,94107,POINT (-122.40256346760651 37.75782701935257),1347688499215
